match,team,tsync,DD,Tier,WinLose
123456789,radiant,445,126.2875488,Pro,Win
123456789,radiant,446,128.0243615,Pro,Win
123456789,radiant,447,128.4239242,Pro,Win
123456789,radiant,448,128.7082379,Pro,Win
123456789,radiant,449,129.2209412,Pro,Win
123456789,radiant,450,129.5925267,Pro,Win
123456789,radiant,451,129.9771574,Pro,Win
123456789,radiant,452,131.8548823,Pro,Win
123456789,radiant,453,134.0120224,Pro,Win
123456789,radiant,454,134.674757,Pro,Win
123456789,radiant,455,137.024269,Pro,Win
123456789,radiant,456,136.1884337,Pro,Win
123456789,radiant,457,137.1912368,Pro,Win
123456789,radiant,458,138.7072034,Pro,Win
123456789,radiant,459,139.8746237,Pro,Win
123456789,radiant,460,140.0506205,Pro,Win
123456789,radiant,461,140.109061,Pro,Win
123456789,radiant,462,140.0312589,Pro,Win
123456789,radiant,463,139.5994597,Pro,Win
123456789,radiant,464,140.1999612,Pro,Win
123456789,radiant,465,142.1732235,Pro,Win
123456789,radiant,466,144.4764831,Pro,Win
123456789,radiant,467,144.1368581,Pro,Win
123456789,radiant,468,146.3722292,Pro,Win
123456789,radiant,469,147.9779526,Pro,Win
123456789,radiant,470,147.4826643,Pro,Win
123456789,radiant,471,146.7663766,Pro,Win
123456789,radiant,472,142.9335351,Pro,Win
123456789,radiant,473,139.6879014,Pro,Win
123456789,radiant,474,136.6904448,Pro,Win
123456789,radiant,475,134.7040742,Pro,Win
123456789,radiant,476,135.376511,Pro,Win
123456789,radiant,477,132.0634047,Pro,Win
123456789,radiant,478,132.7894578,Pro,Win
123456789,radiant,479,130.1670701,Pro,Win
123456789,radiant,480,129.241146,Pro,Win
123456789,radiant,481,128.9167059,Pro,Win
123456789,radiant,482,127.0600277,Pro,Win
123456789,radiant,483,128.378216,Pro,Win
123456789,radiant,484,128.2653475,Pro,Win
123456789,radiant,485,129.3754546,Pro,Win
123456789,radiant,486,131.0074138,Pro,Win
123456789,radiant,487,132.3665637,Pro,Win
123456789,radiant,488,131.3582268,Pro,Win
123456789,radiant,489,128.0482147,Pro,Win
123456789,radiant,490,127.9249951,Pro,Win
123456789,radiant,491,126.5303806,Pro,Win
123456789,radiant,492,124.9848492,Pro,Win
123456789,radiant,493,124.9020561,Pro,Win
123456789,radiant,494,124.4558158,Pro,Win
123456789,radiant,495,127.034142,Pro,Win
123456789,radiant,496,127.6608308,Pro,Win
123456789,radiant,497,128.9010426,Pro,Win
123456789,radiant,498,129.643314,Pro,Win
123456789,radiant,499,130.6395891,Pro,Win
123456789,radiant,500,133.5510467,Pro,Win
123456789,radiant,501,134.1302954,Pro,Win
123456789,radiant,502,134.077312,Pro,Win
123456789,radiant,503,132.5653389,Pro,Win
123456789,radiant,504,135.0096944,Pro,Win
123456789,radiant,505,133.4126657,Pro,Win
123456789,radiant,506,133.1944835,Pro,Win
123456789,radiant,507,133.1113296,Pro,Win
123456789,radiant,508,131.342777,Pro,Win
123456789,radiant,509,132.1061324,Pro,Win
123456789,radiant,510,132.7024081,Pro,Win
123456789,radiant,511,132.3501306,Pro,Win
123456789,radiant,512,131.6909339,Pro,Win
123456789,radiant,513,130.8108381,Pro,Win
123456789,radiant,514,129.5961403,Pro,Win
123456789,radiant,515,127.8506844,Pro,Win
123456789,radiant,516,124.9769867,Pro,Win
123456789,radiant,517,125.840828,Pro,Win
123456789,radiant,518,127.0380805,Pro,Win
123456789,radiant,519,127.8658218,Pro,Win
123456789,radiant,520,127.0925791,Pro,Win
123456789,radiant,521,126.1051084,Pro,Win
123456789,radiant,522,125.2254007,Pro,Win
123456789,radiant,523,125.5596458,Pro,Win
123456789,radiant,524,124.9235313,Pro,Win
123456789,radiant,525,124.0595169,Pro,Win
123456789,radiant,526,125.8677742,Pro,Win
123456789,radiant,527,128.4167124,Pro,Win
123456789,radiant,528,129.3584316,Pro,Win
123456789,radiant,529,129.888068,Pro,Win
123456789,radiant,530,128.6951173,Pro,Win
123456789,radiant,531,127.3683112,Pro,Win
123456789,radiant,532,127.1067096,Pro,Win
123456789,radiant,533,126.7815074,Pro,Win
123456789,radiant,534,126.1954843,Pro,Win
123456789,radiant,535,123.4277817,Pro,Win
123456789,radiant,536,125.7821959,Pro,Win
123456789,radiant,537,126.1722639,Pro,Win
123456789,radiant,538,125.5388379,Pro,Win
123456789,radiant,539,125.5388379,Pro,Win
123456789,radiant,540,125.571074,Pro,Win
123456789,radiant,541,72.38072295,Pro,Win
123456789,radiant,542,72.90545714,Pro,Win
123456789,radiant,543,7.043097976,Pro,Win
123456789,radiant,544,4.70921724,Pro,Win
123456789,radiant,545,3.741096285,Pro,Win
123456789,radiant,546,3.79892034,Pro,Win
123456789,radiant,547,6.1361032,Pro,Win
123456789,radiant,548,10.26915417,Pro,Win
123456789,radiant,549,8.991274438,Pro,Win
123456789,radiant,550,8.137505202,Pro,Win
123456789,radiant,551,7.91509605,Pro,Win
123456789,radiant,552,9.018005473,Pro,Win
123456789,radiant,553,10.39570638,Pro,Win
123456789,radiant,554,9.948935309,Pro,Win
123456789,radiant,555,12.07018146,Pro,Win
123456789,radiant,556,15.80075228,Pro,Win
123456789,radiant,557,19.46720141,Pro,Win
123456789,radiant,558,23.4587427,Pro,Win
123456789,radiant,559,26.16496494,Pro,Win
123456789,radiant,560,26.38571474,Pro,Win
123456789,radiant,561,27.22424346,Pro,Win
123456789,radiant,562,26.83841802,Pro,Win
123456789,radiant,563,28.19955798,Pro,Win
123456789,radiant,564,83.28639113,Pro,Win
123456789,radiant,565,83.986849,Pro,Win
123456789,radiant,566,85.67481705,Pro,Win
123456789,radiant,567,87.37942877,Pro,Win
123456789,radiant,568,88.18770652,Pro,Win
123456789,radiant,569,88.62384665,Pro,Win
123456789,radiant,570,88.19242548,Pro,Win
123456789,radiant,571,88.3147427,Pro,Win
123456789,radiant,572,88.37314723,Pro,Win
123456789,radiant,573,87.17713049,Pro,Win
123456789,radiant,574,86.13760739,Pro,Win
123456789,radiant,575,85.06623411,Pro,Win
123456789,radiant,576,83.5038974,Pro,Win
123456789,radiant,577,113.2128124,Pro,Win
123456789,radiant,578,111.4355178,Pro,Win
123456789,radiant,579,110.9234478,Pro,Win
123456789,radiant,580,108.9724312,Pro,Win
123456789,radiant,581,103.9885122,Pro,Win
123456789,radiant,582,101.0206345,Pro,Win
123456789,radiant,583,97.59918879,Pro,Win
123456789,radiant,584,94.22691364,Pro,Win
123456789,radiant,585,88.33228558,Pro,Win
123456789,radiant,586,83.73234772,Pro,Win
123456789,radiant,587,79.44849037,Pro,Win
123456789,radiant,588,73.78482194,Pro,Win
123456789,radiant,589,69.30968436,Pro,Win
123456789,radiant,590,70.08819739,Pro,Win
123456789,radiant,591,68.99238096,Pro,Win
123456789,radiant,592,70.43181289,Pro,Win
123456789,radiant,593,70.08902311,Pro,Win
123456789,radiant,594,70.56000539,Pro,Win
123456789,radiant,595,71.01844027,Pro,Win
123456789,radiant,596,72.19898241,Pro,Win
123456789,radiant,597,73.67453957,Pro,Win
123456789,radiant,598,73.46866012,Pro,Win
123456789,radiant,599,72.62874375,Pro,Win
123456789,radiant,600,73.3960371,Pro,Win
123456789,radiant,601,72.57893147,Pro,Win
123456789,radiant,602,73.9057489,Pro,Win
123456789,radiant,603,72.26811631,Pro,Win
123456789,radiant,604,70.24656131,Pro,Win
123456789,radiant,605,67.33112393,Pro,Win
123456789,radiant,606,68.47381799,Pro,Win
